Delivery Platform,Restaurant Name,Rating,Rating Count,Restaurant Tag,Price Tag,Category Name,Menu Item Name,Menu Item Description,Menu Item Price
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Appetizers,Onion Rings ,$8.99,
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Appetizers,Fried Cauliflower ,$8.99,
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Appetizers,Fried Zucchini ,$8.99,
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Appetizers,Fried Okra ,$8.99,
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Appetizers,ADD Sauce,"Shami, Garlic, Tahini, Cheese, Ranch or any other Sauce",$0.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,Whole Wings 6pc,,$15.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,Whole Wings 12pc,,$24.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,Tenders 4pc,,$14.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,Lamb Chops,,$34.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,Chicken Shawarma Arabi,,$13.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,Grilled Salmon,,$21.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,Fried Tilapia,,$13.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,Grilled Shrimp,,$21.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,15 pc Fried Shrimp,15 Pc served with fries,$16.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,6 pc Fried Jumbo Shrimp,6 Pc jumbo shrimp served with fries,$15.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,12 pc Fried Jumbo Shrimp,12 Pc jumbo shrimp served with fries.,$28.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,Chicken Kabab,2 Skewers of grilled chicken served with rice and grilled vegetables,$21.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Lunch & Dinner,ADD Sauce,"Shami, Garlic, Tahini, Cheese, Ranch or any other Sauce",$0.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Vegetarian,Grilled Salmon,,$21.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Vegetarian,Fried Tilapia,,$13.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Vegetarian,Grilled Shrimp,,$21.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Vegetarian,15 pc Fried Shrimp,,$16.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Vegetarian,6 pc Fried Jumbo Shrimp,,$15.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Vegetarian,12 pc Fried Jumbo Shrimp,,$28.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Vegetarian,Grape Leaves ,$7.99,
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Vegetarian,Onion Rings ,$8.99,
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Vegetarian,Fried Cauliflower ,$8.99,
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Vegetarian,ADD Sauce,"Shami, Garlic, Tahini, Cheese, Ranch or any other Sauce",$0.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Wrap,Chicken Shawarma Arabi,,$13.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Wrap,Falafel Wrap,,$9.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Wrap,Whole Philly Steak,,$14.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Wrap,add fries,,$1.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Wrap,Half Philly Steak,"Lettuce, tomato, mozzarella chees and mayo.",$9.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Wrap,Chicken Kabab Wrap,"Lettuce, pickle, garlic sauce and tomato",$9.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Wrap,ADD Sauce,"Shami, Garlic, Tahini, Cheese, Ranch or any other Sauce",$0.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Desert,Crepes,,$8.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Desert,Cheesecake,,$5.99
UberEats,Layali Restaurant,4.2,12,Mediterranean,$,Desert,Baklava,,$5.99
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Popular Items,Gyro Sandwich,"Served with lettuce, onion, tomatoes, and gyro sauce.",$13.50
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Popular Items,Chicken Gyro Sandwich,"Served with lettuce, onion, tomatoes, and gyro sauce.",$13.50
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Popular Items,Baklava with Pistachios,,$9.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Popular Items,Gyro Wraps,"Lettuce, Onion, Tomato, Tzatziki Sauce",$14.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Popular Items,Mediterranean Salad,"House salad with artichokes, roasted red pepper, Kalamata olives, and feta cheese.",$14.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Cold Appetizers,Stuffed Grape Leaves,,$12.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Cold Appetizers,Hummus,,$10.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Cold Appetizers,Sauced Eggplant,,$10.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Cold Appetizers,Babaganoush,,$10.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Cold Appetizers,Tabuli,,$10.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Cold Appetizers,Three Bean Salad,,$10.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Cold Appetizers,Mixed Apperizer,,$20.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Cold Appetizers,Kisir,,$10.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Wraps,Falafel Wraps,"Lettuce, Onion, Tomato, Tzatziki Sauce.",$12.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Wraps,Gyro Wraps,"Lettuce, Onion, Tomato, Tzatziki Sauce",$14.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Wraps,Chicken Gyro Wraps,"Lettuce, Onion, Tomato, Tzatziki Sauce",$14.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Salad,House Salad,"Lettuce, Spring mix, Tomato and Cucumber. All salads come with 1 Pita and 2 side dressing.",$8.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Salad,Gryo Salad,House salad with gyro meat and feta cheese,$17.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Salad,Chicken Gyro Salad,House salad with chicken gyro meat and mozzarella cheese.,$17.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Salad,Falafel Salad,House salad with 5 falafel balls.,$13.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Salad,Mediterranean Salad,"House salad with artichokes, roasted red pepper, Kalamata olives, and feta cheese.",$14.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Sandwiches,Gyro Sandwich,"Served with lettuce, onion, tomatoes, and gyro sauce.",$13.50
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Sandwiches,Chicken Gyro Sandwich,"Served with lettuce, onion, tomatoes, and gyro sauce.",$13.50
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Side Orders,French Fries,,$6.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Side Orders,Pita Bread,,$1.50
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Side Orders,Falafel Ball,,$2.50
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Side Orders,Side Dressing,,$1.50
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Soup,Meatball Soup,,$10.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Soup,Red Lentil Soup,,$9.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Plates,Gyro on a Plate,"Gyro Meat over the Rice with side Salad, Tzatziki Sauce and Pita",$19.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Plates,Falafel Plate,"5 Falafel Balls, Spring mix, tomato, cucumber, Tahini Sauce with Pita",$14.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Beverages,Bottled Pure Leaf Assorted Teas,,$3.99
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Beverages,Bottled Water,,$1.85
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Dessert,Baklava with Walnuts,,$10.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Dessert,Baklava with Pistachios,,$9.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Dessert,Rice Pudding,,$8.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Dessert,Cheesecake,,$7.00
UberEats,Sultan Doner Gyro,4.2,15,Mediterranean,,Dessert,Sambali,,$7.00
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Popular Items,Chicken Over Rice,,$11.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Popular Items,French Fries,,$3.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Popular Items,Hot Wings (6 pcs),,$6.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Popular Items,Combo Over Rice (Chicken and Lamb),,$11.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Popular Items,Lamb Over Rice,,$11.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Platters,Chicken Over Rice,,$11.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Platters,Lamb Over Rice,,$11.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Platters,Combo Over Rice (Chicken and Lamb),,$11.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Platters,Kofta Kebab over Rice,,$11.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Platters,Fish (2 pcs) Over Rice,,$11.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Platters,Falafel Over Rice,,$11.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Gyros,Chicken Gyro,,$9.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Gyros,Lamb Gyro,,$9.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Gyros,Combo Gyro,,$9.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Gyros,Kofta Kebab on a Pita,,$9.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Gyros,Fish (2 pcs) on a Pita,,$9.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Gyros,Falafel on a Pita,,$9.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Sandwiches,Philly Cheesesteak Sandwich,,$9.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Sandwiches,Chicken Cheesesteak Sandwich,,$9.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Sandwiches,Cheese Burger,,$5.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Sandwiches,Chicken Sandwich,,$5.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Side Orders,Chicken Nuggets (6 pcs),,$5.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Side Orders,Hot Wings (6 pcs),,$6.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Side Orders,French Fries,,$3.99
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Side Orders,Baklava,,$3.50
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Side Orders,Pita,,$2.00
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Drinks,Water,,$2.50
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Drinks,Soda,,$2.50
UberEats,Shah's Halal Food,4.3,41,Mediterranean,,Drinks,Snapple,,$3.25
UberEats,Omar's Halal Grill ,4,50,Salads,$,"Buy 1, Get 1 Free",Fattoush Salad ,$8.99,
UberEats,Omar's Halal Grill ,4,50,Salads,$,"Buy 1, Get 1 Free",Hummus,"Buy 1, Get 1 Free",$7.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,"Buy 1, Get 1 Free",Platter,"Buy 1, Get 1 Free",$14.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,"Buy 1, Get 1 Free",Shawarma Burger,"Buy 1, Get 1 Free",$9.49
UberEats,Omar's Halal Grill ,4,50,Salads,$,"Buy 1, Get 1 Free",Veg. Grape Leaves ,$7.49,
UberEats,Omar's Halal Grill ,4,50,Salads,$,"Buy 1, Get 1 Free",Veggie Wrap ,$8.49,
UberEats,Omar's Halal Grill ,4,50,Salads,$,"Buy 1, Get 1 Free",Tabouli Salad ,$8.99,
UberEats,Omar's Halal Grill ,4,50,Salads,$,"Buy 1, Get 1 Free",Salad,"Buy 1, Get 1 Free",$11.49
UberEats,Omar's Halal Grill ,4,50,Salads,$,"Buy 1, Get 1 Free",Lentil Soup ,$6.99,
UberEats,Omar's Halal Grill ,4,50,Salads,$,Popular Items,Arabi,On saj bread.,$15.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Popular Items,Wrap on Saj,On saj bread.,$10.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Popular Items,Oma's Hummus,Hummus Topped with the shawarma,$8.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Popular Items,Fries,,$3.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Popular Items,Extra Meat,,$4.50
UberEats,Omar's Halal Grill ,4,50,Salads,$,Shawarma,Wrap on Saj,,$10.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Shawarma,Platter,"Buy 1, Get 1 Free",$14.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Shawarma,Arabi,,$15.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Shawarma,Oma's Hummus,,$8.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Shawarma,Shawarma Tray,"A full tray of delicious shawarma with fries, feed up to 6 people, witha side garlic sauce and pickle mix",$59.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Shawarma,Salad,"Buy 1, Get 1 Free",$11.49
UberEats,Omar's Halal Grill ,4,50,Salads,$,Shawarma,Shawarma Burger,"Buy 1, Get 1 Free",$9.49
UberEats,Omar's Halal Grill ,4,50,Salads,$,Sides,Hummus,"Buy 1, Get 1 Free",$7.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Sides,Fattoush Salad ,$8.99,
UberEats,Omar's Halal Grill ,4,50,Salads,$,Sides,Extra Meat,,$4.50
UberEats,Omar's Halal Grill ,4,50,Salads,$,Sides,Fries,,$3.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Sides,Tabouli Salad ,$8.99,
UberEats,Omar's Halal Grill ,4,50,Salads,$,Sides,Veggie Wrap ,$8.49,
UberEats,Omar's Halal Grill ,4,50,Salads,$,Sides,Veg. Grape Leaves ,$7.49,
UberEats,Omar's Halal Grill ,4,50,Salads,$,Sides,Falafel Wrap,,$10.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Sides,Muhammara ,$6.99,
UberEats,Omar's Halal Grill ,4,50,Salads,$,Sides,Baba ghanoush  ,,
UberEats,Omar's Halal Grill ,4,50,Salads,$,Sides,Lentil Soup ,$6.99,
UberEats,Omar's Halal Grill ,4,50,Salads,$,Drinks,Fountain,,$1.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Drinks,Water,,$1.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Drinks,Lemonade,,$4.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Drinks,Root Beer,,$1.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Drinks,Iced Tea,,$1.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Drinks,Sprite,,$1.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Drinks,Coca Cola,,$1.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Drinks,Diet Coke,,$1.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Drinks,Fanta Orange,,$1.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Drinks,Iced tea,,$1.99
UberEats,Omar's Halal Grill ,4,50,Salads,$,Desserts,Strawberry Swirl Cheesecake,,$6.49
UberEats,Omar's Halal Grill ,4,50,Salads,$,Desserts,Oreo Mousse Cake,,$6.49
UberEats,Omar's Halal Grill ,4,50,Salads,$,Desserts,Fresh Baklava ,$7.49,
UberEats,Salem's Market,4.8,11,Mediterranean,,Popular Items,Chicken Whole,,$15.00
UberEats,Salem's Market,4.8,11,Mediterranean,,Popular Items,Bay Leaves Ground (14oz),,$8.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Popular Items,Poppy Seed Whole (20oz),,$8.69
UberEats,Salem's Market,4.8,11,Mediterranean,,Popular Items,Lamb-Leg-Import,,$6.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Popular Items,Meat Tenderizer (32oz),,$8.09
UberEats,Salem's Market,4.8,11,Mediterranean,,Thanksgiving Turkey,Halal Fresh Hand-Cut Turkey,,$59.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Ground 80/20 (Regular) (1 lb),,$6.89
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Ground 95/5 (Lean) (1 lb),,$8.09
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Boneless NY Strip Steak (1 lb),,$11.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Rib Eye Steak (1 lb),,$13.79
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-T-Bone Steak (1 lb),,$11.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Boneless Round Roast (1 lb),,$8.09
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Boneless Shoulder (Chuck) Roast (1 lb),,$9.19
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Bone in Roast (1 lb),,$6.89
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Boneless Round (Stew) Cube (1 lb),,$8.09
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Boneless Shoulder (Chuck) Cube (1 lb),,$9.19
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Bone in Cube (1 lb),,$5.79
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Short Ribs (1 lb),,$5.79
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Spare Rib (1 lb),,$5.79
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-OX Tail (1 lb),,$11.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Cow Feet (1 lb),,$3.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Beef-Tripe (1 lb),,$4.59
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Beef,Thin Slice Beef (Cheesesteak) (Passenda)(1 lb),,$10.39
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Goat,Goat-Chops (1 lb),,$21.89
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Goat,Goat-Ribs (1 lb),,$10.39
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Goat,Goat-Neck (1 lb),,$12.69
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Goat,Goat Imported-Cubes (1 lb),,$10.39
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Goat,Leg of Goat,,$14.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Goat,Shoulder of Goat,,$14.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Goat,Goat Loin Chop,,$14.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Local Chops (1 lb),,$21.89
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Frenched Chops (1 lb),,$21.89
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Loin Chops (1 lb),,$11.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Shanks (1 lb),,$9.19
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Ribs (1 lb),,$11.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Neck (1 lb),,$12.69
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Shoulder Steaks (1 lb),,$11.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Center Cut Leg Steaks (1 lb),,$11.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Boneless Cube (1 lb),,$11.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Bone in Leg Cube (1 lb),,$7.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Bone in Shoulder Cube (1 lb),,$11.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Ground (1 lb),,$10.39
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Leg-Import,,$6.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Lamb,Lamb-Leg-Local,,$14.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Chicken,Chicken Whole,,$15.00
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Chicken,Chicken-Boneless Skinless Breast (1lb),,$6.39
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Chicken,Chicken-Boneless Skinless Thigh (1lb),,$4.59
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Chicken,Chicken Wings (1lb),,$4.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Chicken,Chicken-Drumstick (1lb),,$1.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Chicken,Chicken Ground Breast (1 lb),,$6.89
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Fish,Whole Rohu,,$24.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Fish,Whole Tilapia,,$9.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Fish,Whole Katla,,$25.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Fish,Whole Red Snapper,,$24.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Marinated Meats,Chicken-Boneless Breast Marinated (1 lb),,$5.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Marinated Meats,Chicken-Boneless Thigh Marinated (1 lb),,$4.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Marinated Meats,Chicken-Leg Quarter Marinated (1 lb),,$3.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Marinated Meats,Chicken-Breast Kabab Cubes Marinated (1 lb),,$7.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Marinated Meats,Lamb Kabab Cubes Marinated (1 lb),,$11.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Marinated Meats,Lamb Chops Marinated (1 lb),,$18.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Marinated Meats,Beef-Kufta Marinated (1 lb),,$7.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Fresh Marinated Meats,Chicken-Kufta Marinated (1 lb),,$6.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Chicken Curry,,$11.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Lamb Curry,,$14.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Goat Curry,,$14.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Chicken Tandoori Curry,,$11.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Chicken Tikka Masala,,$11.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Chili Chicken,,$11.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Grilled Chicken,,$11.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Chicken Gyro Meat,,$11.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Gyro Meat,,$11.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Spinach and Paneer,,$9.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Veggie Curry,,$9.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Chana Masala,,$8.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Basmati Rice,,$4.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Chicken Biriyani,,$13.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Heat and Eat (Cold Items Only),Veggie Biriyani,,$12.99
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Turkey Thigh Meat Chunked & Formed(1lb Sliced),,$9.19
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Pan Roasted Breast of Turkey (1lb Sliced),,$9.19
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Breast of Chicken Buffalo Style (1lb Sliced),,$6.89
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Smoked Breast of Turkey (1lb Sliced),,$9.19
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Beef Pastrami (1lb Sliced),,$9.19
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Cooked Corned Beef (1lb Sliced),,$9.19
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Roasted Beef (1lb Sliced),,$9.19
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Beef Bologna with Peppercorns (1lb Sliced),,$9.19
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Beef Bologna with Olives (1lb Sliced),,$9.19
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Beef Bologna (1lb Sliced),,$9.19
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Chicken Franks 12oz,,$6.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Beef Franks 12oz,,$6.89
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Smokey Links,,$6.89
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Jalapeno Smokey Links,,$6.89
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Beef Kielbasa with Jalapenos & Cheddar,,$6.89
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Smoke Turkey Bacon 12oz,,$9.79
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Beef Bacon,,$11.49
UberEats,Salem's Market,4.8,11,Mediterranean,,Deli Meats,Makanek Beef and Lamb Sausage,,$19.59
